,class,arm,sum,n,sum2,round,mean
7,C2,A2,37.91582323947875,2,3157.1439303064753,33,18.957911619739374
8,C2,A3,53.72645759015597,3,5220.816352490781,33,17.908819196718657
9,C2,A4,-76.95494423471392,2,3276.7378779591704,33,-38.47747211735696
10,C2,A5,912.7270542149803,13,78260.15252829072,33,70.20977340115233
11,C2,A6,495.8571323409033,11,71374.07071908633,33,45.0779211219003
0,C1,A1,17.37385720903893,2,154.03580814418453,34,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,34,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,34,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,34,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,34,45.44670296508687
5,C1,A6,1309.7516081867554,22,80042.31543610731,34,59.53416400848889
6,C2,A1,-59.04334148482469,2,1751.0803919147988,34,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,34,18.957911619739374
8,C2,A3,53.72645759015597,3,5220.816352490781,34,17.908819196718657
9,C2,A4,-76.95494423471392,2,3276.7378779591704,34,-38.47747211735696
10,C2,A5,916.2241982288652,14,78272.38254454457,34,65.44458558777609
11,C2,A6,495.8571323409033,11,71374.07071908633,34,45.0779211219003
0,C1,A1,17.37385720903893,2,154.03580814418453,35,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,35,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,35,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,35,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,35,45.44670296508687
5,C1,A6,1368.211330857329,23,83459.85461082768,35,59.487449167709954
6,C2,A1,-59.04334148482469,2,1751.0803919147988,35,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,35,18.957911619739374
8,C2,A3,53.72645759015597,3,5220.816352490781,35,17.908819196718657
9,C2,A4,-76.95494423471392,2,3276.7378779591704,35,-38.47747211735696
10,C2,A5,892.2700024077952,15,78846.18604197873,35,59.48466682718635
11,C2,A6,495.8571323409033,11,71374.07071908633,35,45.0779211219003
0,C1,A1,17.37385720903893,2,154.03580814418453,36,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,36,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,36,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,36,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,36,45.44670296508687
5,C1,A6,1435.157378594624,24,87941.62791847183,36,59.79822410810934
6,C2,A1,-59.04334148482469,2,1751.0803919147988,36,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,36,18.957911619739374
8,C2,A3,53.72645759015597,3,5220.816352490781,36,17.908819196718657
9,C2,A4,-76.95494423471392,2,3276.7378779591704,36,-38.47747211735696
10,C2,A5,878.5306932041688,16,79034.95465937161,36,54.90816832526055
11,C2,A6,495.8571323409033,11,71374.07071908633,36,45.0779211219003
0,C1,A1,17.37385720903893,2,154.03580814418453,37,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,37,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,37,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,37,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,37,45.44670296508687
5,C1,A6,1498.5316418722257,25,91957.9251644506,37,59.941265674889024
6,C2,A1,-59.04334148482469,2,1751.0803919147988,37,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,37,18.957911619739374
8,C2,A3,53.72645759015597,3,5220.816352490781,37,17.908819196718657
9,C2,A4,-76.95494423471392,2,3276.7378779591704,37,-38.47747211735696
10,C2,A5,878.5306932041688,16,79034.95465937161,37,54.90816832526055
11,C2,A6,594.9048550825092,12,81184.52209938437,37,49.575404590209104
0,C1,A1,17.37385720903893,2,154.03580814418453,38,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,38,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,38,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,38,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,38,45.44670296508687
5,C1,A6,1542.5763940545487,26,93897.86535925287,38,59.32986130979033
6,C2,A1,-59.04334148482469,2,1751.0803919147988,38,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,38,18.957911619739374
8,C2,A3,53.72645759015597,3,5220.816352490781,38,17.908819196718657
9,C2,A4,-76.95494423471392,2,3276.7378779591704,38,-38.47747211735696
10,C2,A5,878.5306932041688,16,79034.95465937161,38,54.90816832526055
11,C2,A6,767.13782268209,13,110848.7172275426,38,59.01060174477615
0,C1,A1,17.37385720903893,2,154.03580814418453,39,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,39,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,39,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,39,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,39,45.44670296508687
5,C1,A6,1593.8636955660154,27,96528.25265558096,39,59.03198872466724
6,C2,A1,-59.04334148482469,2,1751.0803919147988,39,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,39,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,39,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,39,-38.47747211735696
10,C2,A5,878.5306932041688,16,79034.95465937161,39,54.90816832526055
11,C2,A6,767.13782268209,13,110848.7172275426,39,59.01060174477615
0,C1,A1,17.37385720903893,2,154.03580814418453,40,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,40,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,40,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,40,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,40,45.44670296508687
5,C1,A6,1641.2069346224162,28,98769.63493993248,40,58.614533379372006
6,C2,A1,-59.04334148482469,2,1751.0803919147988,40,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,40,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,40,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,40,-38.47747211735696
10,C2,A5,878.5306932041688,16,79034.95465937161,40,54.90816832526055
11,C2,A6,885.0095107608023,14,124742.45207806786,40,63.21496505434302
0,C1,A1,17.37385720903893,2,154.03580814418453,41,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,41,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,41,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,41,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,41,45.44670296508687
5,C1,A6,1671.6013489646325,29,99693.45536313881,41,57.641425826366635
6,C2,A1,-59.04334148482469,2,1751.0803919147988,41,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,41,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,41,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,41,-38.47747211735696
10,C2,A5,878.5306932041688,16,79034.95465937161,41,54.90816832526055
11,C2,A6,920.3121645239528,15,125988.72944078875,41,61.354144301596854
0,C1,A1,17.37385720903893,2,154.03580814418453,42,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,42,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,42,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,42,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,42,45.44670296508687
5,C1,A6,1719.994424504062,30,102035.34512330376,42,57.33314748346873
6,C2,A1,-59.04334148482469,2,1751.0803919147988,42,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,42,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,42,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,42,-38.47747211735696
10,C2,A5,878.5306932041688,16,79034.95465937161,42,54.90816832526055
11,C2,A6,1034.0998260161189,16,138936.36134864448,42,64.63123912600743
0,C1,A1,17.37385720903893,2,154.03580814418453,43,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,43,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,43,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,43,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,43,45.44670296508687
5,C1,A6,1785.453722739158,31,106320.264848735,43,57.595281378682515
6,C2,A1,-59.04334148482469,2,1751.0803919147988,43,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,43,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,43,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,43,-38.47747211735696
10,C2,A5,892.8794279566133,17,79240.8408483676,43,52.52231929156549
11,C2,A6,1034.0998260161189,16,138936.36134864448,43,64.63123912600743
0,C1,A1,17.37385720903893,2,154.03580814418453,44,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,44,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,44,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,44,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,44,45.44670296508687
5,C1,A6,1845.0479284443413,32,109871.73420236674,44,57.657747763885666
6,C2,A1,-59.04334148482469,2,1751.0803919147988,44,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,44,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,44,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,44,-38.47747211735696
10,C2,A5,882.0961650946124,18,79357.1196063186,44,49.005342505256245
11,C2,A6,1034.0998260161189,16,138936.36134864448,44,64.63123912600743
0,C1,A1,17.37385720903893,2,154.03580814418453,45,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,45,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,45,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,45,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,45,45.44670296508687
5,C1,A6,1902.0431287255526,33,113120.18705746211,45,57.637670567440985
6,C2,A1,-59.04334148482469,2,1751.0803919147988,45,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,45,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,45,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,45,-38.47747211735696
10,C2,A5,919.7551862380092,19,80775.32147979742,45,48.40816769673732
11,C2,A6,1034.0998260161189,16,138936.36134864448,45,64.63123912600743
0,C1,A1,17.37385720903893,2,154.03580814418453,46,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,46,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,46,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,46,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,46,45.44670296508687
5,C1,A6,1959.423630604657,34,116412.70905336,46,57.63010678248992
6,C2,A1,-59.04334148482469,2,1751.0803919147988,46,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,46,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,46,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,46,-38.47747211735696
10,C2,A5,919.7551862380092,19,80775.32147979742,46,48.40816769673732
11,C2,A6,1036.7202592304168,17,138943.22801887512,46,60.98354466061275
0,C1,A1,17.37385720903893,2,154.03580814418453,47,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,47,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,47,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,47,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,47,45.44670296508687
5,C1,A6,2029.6725569913451,35,121347.62071184235,47,57.990644485467
6,C2,A1,-59.04334148482469,2,1751.0803919147988,47,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,47,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,47,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,47,-38.47747211735696
10,C2,A5,1015.4923098416863,20,89940.91831570315,47,50.774615492084315
11,C2,A6,1036.7202592304168,17,138943.22801887512,47,60.98354466061275
0,C1,A1,17.37385720903893,2,154.03580814418453,48,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,48,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,48,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,48,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,48,45.44670296508687
5,C1,A6,2081.813112727612,36,124066.25826432908,48,57.828142020211445
6,C2,A1,-59.04334148482469,2,1751.0803919147988,48,-29.521670742412343
7,C2,A2,37.91582323947875,2,3157.1439303064753,48,18.957911619739374
8,C2,A3,105.18617036529729,4,7868.918391390826,48,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,48,-38.47747211735696
10,C2,A5,1015.4923098416863,20,89940.91831570315,48,50.774615492084315
11,C2,A6,1100.8371871747815,18,143054.20846789802,48,61.15762150971008
0,C1,A1,17.37385720903893,2,154.03580814418453,49,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,49,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,49,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,49,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,49,45.44670296508687
5,C1,A6,2143.521563747519,37,127874.19119160529,49,57.93301523641943
6,C2,A1,-59.04334148482469,2,1751.0803919147988,49,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,49,23.16824824856505
8,C2,A3,105.18617036529729,4,7868.918391390826,49,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,49,-38.47747211735696
10,C2,A5,1015.4923098416863,20,89940.91831570315,49,50.774615492084315
11,C2,A6,1100.8371871747815,18,143054.20846789802,49,61.15762150971008
0,C1,A1,17.37385720903893,2,154.03580814418453,50,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,50,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,50,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,50,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,50,45.44670296508687
5,C1,A6,2198.123608169898,38,130855.57444670881,50,57.84535810973416
6,C2,A1,-59.04334148482469,2,1751.0803919147988,50,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,50,23.16824824856505
8,C2,A3,105.18617036529729,4,7868.918391390826,50,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,50,-38.47747211735696
10,C2,A5,1015.4923098416863,20,89940.91831570315,50,50.774615492084315
11,C2,A6,1057.0694517827612,19,144969.82312924392,50,55.635234304355855
0,C1,A1,17.37385720903893,2,154.03580814418453,51,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,51,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,51,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,51,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,51,45.44670296508687
5,C1,A6,2268.969775023671,39,135874.7538045814,51,58.17871218009413
6,C2,A1,-59.04334148482469,2,1751.0803919147988,51,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,51,23.16824824856505
8,C2,A3,105.18617036529729,4,7868.918391390826,51,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,51,-38.47747211735696
10,C2,A5,1015.4923098416863,20,89940.91831570315,51,50.774615492084315
11,C2,A6,1087.875553715777,20,145918.83904555126,51,54.39377768578885
0,C1,A1,17.37385720903893,2,154.03580814418453,52,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,52,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,52,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,52,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,52,45.44670296508687
5,C1,A6,2314.9676733119954,40,137990.56045152445,52,57.87419183279989
6,C2,A1,-59.04334148482469,2,1751.0803919147988,52,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,52,23.16824824856505
8,C2,A3,105.18617036529729,4,7868.918391390826,52,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,52,-38.47747211735696
10,C2,A5,1015.4923098416863,20,89940.91831570315,52,50.774615492084315
11,C2,A6,1155.9515955847178,21,150553.18652209305,52,55.04531407546275
0,C1,A1,17.37385720903893,2,154.03580814418453,53,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,53,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,53,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,53,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,53,45.44670296508687
5,C1,A6,2374.4588623359878,41,141529.76202301276,53,57.91363078868263
6,C2,A1,-59.04334148482469,2,1751.0803919147988,53,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,53,23.16824824856505
8,C2,A3,105.18617036529729,4,7868.918391390826,53,26.29654259132432
9,C2,A4,-76.95494423471392,2,3276.7378779591704,53,-38.47747211735696
10,C2,A5,1074.56814987498,21,93430.87319134249,53,51.16991189880857
11,C2,A6,1155.9515955847178,21,150553.18652209305,53,55.04531407546275
0,C1,A1,17.37385720903893,2,154.03580814418453,54,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,54,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,54,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,54,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,54,45.44670296508687
5,C1,A6,2428.402289763277,42,144439.65538561606,54,57.81910213722089
6,C2,A1,-59.04334148482469,2,1751.0803919147988,54,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,54,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,54,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,54,-38.47747211735696
10,C2,A5,1074.56814987498,21,93430.87319134249,54,51.16991189880857
11,C2,A6,1155.9515955847178,21,150553.18652209305,54,55.04531407546275
0,C1,A1,17.37385720903893,2,154.03580814418453,55,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,55,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,55,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,55,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,55,45.44670296508687
5,C1,A6,2484.273628894473,43,147561.26192192914,55,57.77380532312728
6,C2,A1,-59.04334148482469,2,1751.0803919147988,55,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,55,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,55,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,55,-38.47747211735696
10,C2,A5,1074.56814987498,21,93430.87319134249,55,51.16991189880857
11,C2,A6,1231.9930492513813,22,156335.48919783242,55,55.999684056880966
0,C1,A1,17.37385720903893,2,154.03580814418453,56,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,56,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,56,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,56,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,56,45.44670296508687
5,C1,A6,2546.7333998576482,44,151462.4849107014,56,57.88030454221928
6,C2,A1,-59.04334148482469,2,1751.0803919147988,56,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,56,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,56,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,56,-38.47747211735696
10,C2,A5,1074.56814987498,21,93430.87319134249,56,51.16991189880857
11,C2,A6,1299.2996935952485,23,160865.67357066422,56,56.49129102588037
0,C1,A1,17.37385720903893,2,154.03580814418453,57,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,57,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,57,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,57,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,57,45.44670296508687
5,C1,A6,2604.443346699915,45,154792.9228752387,57,57.876518815553666
6,C2,A1,-59.04334148482469,2,1751.0803919147988,57,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,57,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,57,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,57,-38.47747211735696
10,C2,A5,1211.521777734981,22,112187.16937535812,57,55.06917171522641
11,C2,A6,1299.2996935952485,23,160865.67357066422,57,56.49129102588037
0,C1,A1,17.37385720903893,2,154.03580814418453,58,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,58,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,58,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,58,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,58,45.44670296508687
5,C1,A6,2677.328150097885,46,160105.11744159946,58,58.20278587169315
6,C2,A1,-59.04334148482469,2,1751.0803919147988,58,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,58,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,58,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,58,-38.47747211735696
10,C2,A5,1270.4417201917067,23,115658.728994462,58,55.23659653007421
11,C2,A6,1299.2996935952485,23,160865.67357066422,58,56.49129102588037
0,C1,A1,17.37385720903893,2,154.03580814418453,59,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,59,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,59,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,59,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,59,45.44670296508687
5,C1,A6,2731.509106789131,47,163040.69350957818,59,58.11721503806661
6,C2,A1,-59.04334148482469,2,1751.0803919147988,59,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,59,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,59,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,59,-38.47747211735696
10,C2,A5,1385.6635517584714,24,128934.79946406186,59,57.73598132326964
11,C2,A6,1299.2996935952485,23,160865.67357066422,59,56.49129102588037
0,C1,A1,17.37385720903893,2,154.03580814418453,60,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,60,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,60,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,60,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,60,45.44670296508687
5,C1,A6,2801.795873862009,48,167980.92313513515,60,58.37074737212519
6,C2,A1,-59.04334148482469,2,1751.0803919147988,60,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,60,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,60,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,60,-38.47747211735696
10,C2,A5,1459.6107354453015,25,134402.98543927568,60,58.384429417812065
11,C2,A6,1299.2996935952485,23,160865.67357066422,60,56.49129102588037
0,C1,A1,17.37385720903893,2,154.03580814418453,61,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,61,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,61,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,61,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,61,45.44670296508687
5,C1,A6,2862.118658181783,49,171619.76144322508,61,58.41058486085271
6,C2,A1,-59.04334148482469,2,1751.0803919147988,61,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,61,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,61,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,61,-38.47747211735696
10,C2,A5,1459.6107354453015,25,134402.98543927568,61,58.384429417812065
11,C2,A6,1336.3923704912518,24,162241.54024997551,61,55.68301543713549
0,C1,A1,17.37385720903893,2,154.03580814418453,62,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,62,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,62,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,62,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,62,45.44670296508687
5,C1,A6,2918.4453939456885,50,174792.46260504195,62,58.36890787891377
6,C2,A1,-59.04334148482469,2,1751.0803919147988,62,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,62,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,62,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,62,-38.47747211735696
10,C2,A5,1515.885122834559,26,137569.7921153119,62,58.30327395517535
11,C2,A6,1336.3923704912518,24,162241.54024997551,62,55.68301543713549
0,C1,A1,17.37385720903893,2,154.03580814418453,63,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,63,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,63,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,63,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,63,45.44670296508687
5,C1,A6,2964.2922313284557,51,176894.39510304388,63,58.123377084871684
6,C2,A1,-59.04334148482469,2,1751.0803919147988,63,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,63,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,63,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,63,-38.47747211735696
10,C2,A5,1587.656183194204,27,142720.87722045972,63,58.802080859044594
11,C2,A6,1336.3923704912518,24,162241.54024997551,63,55.68301543713549
0,C1,A1,17.37385720903893,2,154.03580814418453,64,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,64,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,64,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,64,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,64,45.44670296508687
5,C1,A6,3030.9749041543023,52,181340.97395824274,64,58.287978926044275
6,C2,A1,-59.04334148482469,2,1751.0803919147988,64,-29.521670742412343
7,C2,A2,69.50474474569515,3,4155.0038922323765,64,23.16824824856505
8,C2,A3,86.86517652049051,5,8204.577206852273,64,17.373035304098103
9,C2,A4,-76.95494423471392,2,3276.7378779591704,64,-38.47747211735696
10,C2,A5,1673.9605126734534,28,150169.31450732253,64,59.784304024051906
11,C2,A6,1336.3923704912518,24,162241.54024997551,64,55.68301543713549
0,C1,A1,17.37385720903893,2,154.03580814418453,65,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,65,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,65,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,65,42.7730360298265
